,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,num_http2_responses,num_http3_responses,lighthouse_performance_median,lighthouse_performance_mean
0,2021-11-27T07:01:55+00:00,https://www.whatsapp.com/,3g,560,560,560,560,463,466,435,499,1053,1059,983,1142,869,882,805,971,2309,2392,2229,2639,1037,1042,964,1125,delay,1000ms,2,66,0,0.83,0.83
0,2021-11-27T06:56:03+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,594,736,573,1041,5151,4927,4476,5155,1052,1199,1050,1494,5241,5308,4557,6125,5138,4912,4458,5139,delay,1000ms,2,367,0,0.42,0.4333
0,2021-11-27T05:33:55+00:00,https://www.facebook.com/,3g,264,264,264,264,353,364,320,418,1323,1317,1266,1363,772,763,714,804,2550,2628,2355,2979,1311,1304,1252,1349,delay,1000ms,2,132,0,0.78,0.78
0,2021-11-27T05:37:34+00:00,https://www.instagram.com/,3g,323,323,323,323,278,274,265,279,1352,1360,1339,1389,487,489,482,498,2873,2883,2861,2914,1348,1357,1336,1387,delay,1000ms,2,102,0,0.71,0.7067
0,2021-11-27T07:05:45+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,2366,2354,1628,3067,7462,7743,7243,8523,2802,2827,2080,3599,9505,9458,8781,10087,7379,7651,7141,8433,delay,1000ms,2,321,0,0.17,0.1733
0,2021-11-27T05:41:33+00:00,https://www.vk.com/,3g,310,281,222,310,1088,1121,1072,1202,5560,5649,5483,5903,4543,4653,4530,4885,6213,6168,5718,6574,5529,5628,5482,5873,delay,1000ms,2,203,0,0.46,0.46
0,2021-11-27T05:23:53+00:00,https://www.whatsapp.com/,3g,560,560,560,560,449,483,431,568,1016,1093,1015,1247,816,852,801,938,2273,2302,2262,2371,999,1072,996,1220,delay,800ms,2,62,0,0.84,0.8367
0,2021-11-27T05:17:58+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,673,648,575,695,4577,4760,4567,5137,1111,1138,1056,1247,4701,4868,4658,5244,4559,4740,4547,5115,delay,800ms,2,361,0,0.42,0.4133
0,2021-11-27T05:04:44+00:00,https://www.facebook.com/,3g,264,264,264,264,309,318,308,337,1298,1271,1212,1303,765,734,670,768,2467,2545,2380,2789,1283,1258,1200,1291,delay,800ms,2,130,0,0.78,0.8033
0,2021-11-27T05:08:28+00:00,https://www.instagram.com/,3g,323,323,323,323,587,542,271,767,1736,1680,1402,1902,833,746,445,960,3262,3195,2917,3407,1733,1677,1400,1899,delay,800ms,2,102,0,0.71,0.71
0,2021-11-27T05:27:44+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1178,1327,1155,1648,6180,6250,6120,6449,1745,1797,1609,2038,8529,8483,8249,8670,6093,6160,6027,6361,delay,800ms,2,312,0,0.16,0.1633
0,2021-11-27T05:12:26+00:00,https://www.vk.com/,3g,310,310,310,310,1061,1063,1048,1079,5500,5462,5324,5561,4477,4432,4291,4527,6170,6116,5973,6204,5461,5422,5276,5528,delay,800ms,2,207,0,0.46,0.46
0,2021-11-27T04:54:46+00:00,https://www.whatsapp.com/,3g,560,560,560,560,427,476,410,592,1040,1090,1022,1207,873,885,822,959,2290,2341,2268,2464,1025,1073,1007,1188,delay,600ms,2,65,0,0.83,0.8333
0,2021-11-27T04:48:51+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,637,655,570,759,4655,4145,2747,5034,1091,1100,1050,1159,4744,4747,4385,5111,4640,4132,2734,5022,delay,600ms,2,362,0,0.48,0.4567
0,2021-11-27T04:33:39+00:00,https://www.facebook.com/,3g,264,264,264,264,341,348,328,376,1360,1356,1328,1379,757,761,723,803,2533,2529,2490,2564,1347,1342,1312,1366,delay,600ms,2,129,0,0.78,0.78
0,2021-11-27T04:37:25+00:00,https://www.instagram.com/,3g,323,323,323,323,289,287,280,293,1432,1451,1402,1518,533,526,498,547,2976,2978,2927,3032,1429,1448,1399,1515,delay,600ms,2,102,0,0.71,0.7067
0,2021-11-27T04:58:30+00:00,https://www.glassdoor.com/,3g,1146,1145,1142,1147,1076,1092,1073,1127,5647,5573,5197,5874,1549,1624,1480,1844,8155,8313,8127,8656,5546,5472,5090,5780,delay,600ms,2,306,0,0.16,0.17
0,2021-11-27T04:41:25+00:00,https://www.vk.com/,3g,310,310,310,310,1072,1173,1070,1376,5513,5557,5343,5815,4493,4535,4321,4790,6184,6261,6114,6484,5480,5519,5305,5773,delay,600ms,2,209,0,0.46,0.46
0,2021-11-27T04:23:16+00:00,https://www.whatsapp.com/,3g,560,560,560,560,466,561,442,776,1090,1179,1056,1391,879,966,836,1183,2499,2530,2297,2793,1073,1163,1039,1376,delay,400ms,2,67,0,0.84,0.8367
0,2021-11-27T04:17:22+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,590,582,558,598,5036,5009,4657,5335,1046,1072,1007,1164,5132,5118,4780,5441,5018,4992,4640,5319,delay,400ms,2,360,0,0.45,0.4467
0,2021-11-27T04:01:32+00:00,https://www.facebook.com/,3g,264,264,264,264,319,315,304,321,1409,1410,1391,1431,786,785,767,803,2550,2536,2440,2619,1394,1395,1374,1417,delay,400ms,2,129,0,0.78,0.78
0,2021-11-27T04:05:18+00:00,https://www.instagram.com/,3g,323,323,323,323,281,285,274,299,1379,1380,1365,1395,501,491,464,507,2896,2945,2879,3060,1375,1376,1362,1392,delay,400ms,2,104,0,0.71,0.71
0,2021-11-27T04:27:06+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,2441,3571,1396,6875,7650,8443,6351,11328,3281,4145,1859,7295,9830,10852,8590,14137,7407,8297,6227,11256,delay,400ms,2,324,0,0.16,0.1633
0,2021-11-27T04:09:15+00:00,https://www.vk.com/,3g,310,310,310,310,1147,1139,1110,1161,5820,31910,5718,84193,4692,4685,4580,4782,6491,32593,6412,84877,5786,31874,5683,84153,delay,400ms,2,207,0,0.46,0.46
0,2021-11-27T03:51:03+00:00,https://www.whatsapp.com/,3g,560,560,560,560,487,478,458,490,1182,1356,1127,1759,979,1077,919,1334,2506,2675,2423,3096,1162,1324,1111,1700,delay,200ms,2,69,0,0.83,0.83
0,2021-11-27T03:44:44+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,597,597,580,613,4882,4929,4876,5030,1111,1093,1043,1126,4972,5110,4972,5386,4866,4913,4861,5013,delay,200ms,2,363,0,0.42,0.4367
0,2021-11-27T03:27:03+00:00,https://www.facebook.com/,3g,264,264,264,264,354,360,332,395,1878,1852,1580,2097,939,1000,880,1180,2971,3040,2901,3248,1854,1829,1565,2068,delay,200ms,2,133,0,0.78,0.78
0,2021-11-27T03:31:01+00:00,https://www.instagram.com/,3g,323,323,323,323,281,401,275,648,1488,1606,1474,1857,488,612,480,869,2981,3278,2978,3876,1485,1603,1471,1854,delay,200ms,2,108,0,0.7,0.7033
0,2021-11-27T03:55:01+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1100,1327,1092,1790,5815,5961,5667,6400,1566,1803,1565,2277,8403,8891,8396,9873,5727,5869,5569,6312,delay,200ms,2,313,0,0.16,0.1633
0,2021-11-27T03:35:13+00:00,https://www.vk.com/,3g,310,310,310,310,1104,1240,1101,1514,5970,5870,5459,6181,4673,4751,4435,5146,6633,6580,6155,6951,5937,5832,5422,6138,delay,200ms,2,216,0,0.46,0.46
0,2021-11-27T03:16:26+00:00,https://www.whatsapp.com/,3g,560,560,560,560,473,464,447,473,1062,1063,1061,1066,850,848,834,860,2400,2428,2303,2581,1045,1046,1045,1049,delay,0ms,2,67,0,0.83,0.8333
0,2021-11-27T03:10:39+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,637,606,533,649,4859,4727,4462,4861,1047,1041,985,1090,5079,5229,4838,5770,4749,4682,4448,4849,delay,0ms,2,364,0,0.46,0.45
0,2021-11-27T02:56:03+00:00,https://www.facebook.com/,3g,264,264,264,264,313,336,311,385,1393,1571,1335,1986,754,793,745,880,2520,2687,2443,3099,1379,1556,1323,1967,delay,0ms,2,129,0,0.78,0.78
0,2021-11-27T03:00:04+00:00,https://www.instagram.com/,3g,323,324,323,325,288,299,266,342,1620,1710,1492,2017,564,557,473,634,3459,3394,2957,3766,1617,1706,1488,2012,delay,0ms,2,107,0,0.7,0.6967
0,2021-11-27T03:20:18+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1151,1349,1083,1812,6752,7991,6522,10700,2334,3097,1864,5093,9476,10250,8804,12470,6663,7902,6444,10599,delay,0ms,2,313,0,0.18,0.1767
0,2021-11-27T03:05:27+00:00,https://www.vk.com/,3g,310,281,222,310,1072,1076,1062,1094,5927,6030,5759,6405,4822,4954,4810,5229,7163,6824,6024,7286,5888,5973,5757,6273,delay,0ms,2,209,0,0.46,0.46
0,2021-11-27T07:03:44+00:00,https://www.whatsapp.com/,3g,560,560,560,560,665,619,434,757,1263,1198,1014,1317,1054,1007,821,1145,2515,2450,2257,2577,1247,1182,997,1301,delay,1000ms,3,61,6,0.83,0.8367
0,2021-11-27T06:59:02+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,606,633,571,721,4540,4535,4490,4576,1116,1120,1047,1197,4817,4783,4655,4877,4526,4520,4475,4558,delay,1000ms,3,157,206,0.45,0.44
0,2021-11-27T05:35:43+00:00,https://www.facebook.com/,3g,264,264,264,264,366,358,331,378,1364,1355,1335,1365,762,760,746,771,2571,2563,2543,2575,1348,1341,1322,1353,delay,1000ms,3,27,102,0.78,0.78
0,2021-11-27T05:39:30+00:00,https://www.instagram.com/,3g,323,323,323,323,288,291,287,297,1603,1710,1584,1942,503,594,475,805,3105,3265,3086,3603,1600,1707,1581,1939,delay,1000ms,3,13,90,0.71,0.71
0,2021-11-27T07:09:00+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1157,2082,1125,3965,6332,6703,5573,8204,1629,2513,1565,4344,8285,9173,8242,10992,6243,6618,5492,8120,delay,1000ms,3,134,182,0.16,0.16
0,2021-11-27T05:44:38+00:00,https://www.vk.com/,3g,228,253,222,310,1110,1186,1039,1409,5192,5645,5174,6568,4159,4584,4058,5534,5912,8919,5433,15412,5190,5633,5143,6566,delay,1000ms,3,135,57,0.46,0.46
0,2021-11-27T05:25:42+00:00,https://www.whatsapp.com/,3g,560,560,560,560,436,455,436,492,1051,1056,1006,1111,866,867,827,908,2311,2306,2250,2358,1034,1039,989,1094,delay,800ms,3,61,4,0.83,0.8333
0,2021-11-27T05:20:59+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,556,579,548,634,4549,3949,2725,4572,1029,1057,1026,1115,4667,4762,4640,4978,4532,3933,2708,4559,delay,800ms,3,155,205,0.43,0.4233
0,2021-11-27T05:06:35+00:00,https://www.facebook.com/,3g,264,264,264,264,319,329,308,361,1324,1326,1313,1340,740,740,726,755,2560,2567,2334,2807,1312,1313,1302,1325,delay,800ms,3,27,103,0.78,0.78
0,2021-11-27T05:10:22+00:00,https://www.instagram.com/,3g,323,323,323,323,278,382,262,606,1538,1639,1513,1866,468,571,436,810,3065,3166,3049,3385,1535,1636,1510,1863,delay,800ms,3,16,90,0.71,0.7067
0,2021-11-27T05:30:54+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1098,1091,1071,1105,5610,5879,5434,6592,1557,1556,1538,1574,8613,8604,8535,8663,5480,5779,5341,6515,delay,800ms,3,128,183,0.16,0.16
0,2021-11-27T05:15:31+00:00,https://www.vk.com/,3g,228,253,222,310,1216,1181,1088,1239,5243,5228,5057,5385,4238,4263,4112,4440,6308,6192,5636,6633,5209,5216,5056,5384,delay,800ms,3,140,57,0.46,0.46
0,2021-11-27T04:56:36+00:00,https://www.whatsapp.com/,3g,560,560,560,560,418,418,409,426,1093,1098,1047,1154,878,888,834,953,2348,2349,2296,2402,1077,1082,1031,1137,delay,600ms,3,59,6,0.83,0.8233
0,2021-11-27T04:51:47+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,569,583,553,628,4935,4882,4715,4997,1040,1034,997,1064,5025,4972,4805,5086,4917,4866,4700,4982,delay,600ms,3,156,208,0.43,0.4267
0,2021-11-27T04:35:31+00:00,https://www.facebook.com/,3g,264,264,264,264,326,333,320,352,1368,1427,1320,1593,763,769,721,823,2560,2613,2520,2760,1356,1414,1309,1577,delay,600ms,3,31,102,0.78,0.78
0,2021-11-27T04:39:23+00:00,https://www.instagram.com/,3g,323,323,323,323,288,284,265,300,1588,1573,1481,1651,450,476,446,532,3090,3089,2999,3179,1585,1571,1479,1648,delay,600ms,3,12,90,0.71,0.7033
0,2021-11-27T05:01:41+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1988,1848,1145,2410,6485,6387,5923,6752,2531,2446,1589,3218,9283,9043,8241,9606,6385,6301,5847,6670,delay,600ms,3,136,183,0.16,0.16
0,2021-11-27T04:43:54+00:00,https://www.vk.com/,3g,310,281,222,310,1079,1079,1077,1080,5297,31413,4958,83984,4150,4147,3947,4345,5635,32046,5543,84960,5295,31384,4925,83932,delay,600ms,3,138,63,0.46,0.46
0,2021-11-27T04:25:05+00:00,https://www.whatsapp.com/,3g,560,560,560,560,453,480,428,560,1078,1133,1075,1245,869,911,855,1010,2343,2394,2327,2512,1062,1115,1057,1227,delay,400ms,3,59,6,0.83,0.8267
0,2021-11-27T04:20:20+00:00,https://www.canva.com/,3g,4262,4264,4262,4267,599,583,533,617,2787,3308,2613,4523,1096,1060,980,1105,4657,4727,4600,4925,2768,3292,2601,4507,delay,400ms,3,156,204,0.42,0.4167
0,2021-11-27T04:03:29+00:00,https://www.facebook.com/,3g,264,264,264,264,323,333,315,361,1362,1374,1314,1445,763,766,753,781,2570,2556,2522,2576,1349,1361,1303,1432,delay,400ms,3,27,102,0.78,0.78
0,2021-11-27T04:07:12+00:00,https://www.instagram.com/,3g,323,323,323,323,271,380,263,605,1557,1665,1536,1902,497,573,415,806,3056,3191,3004,3514,1553,1662,1533,1899,delay,400ms,3,14,90,0.71,0.7067
0,2021-11-27T04:30:34+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1780,1580,1172,1788,6920,7024,6148,8003,2218,2153,1654,2586,9279,9751,8342,11632,6825,6931,6059,7909,delay,400ms,3,135,183,0.16,0.1633
0,2021-11-27T04:14:15+00:00,https://www.vk.com/,3g,310,327,310,360,1087,1088,1075,1103,5347,5462,5089,5950,4137,4141,4061,4224,6036,6151,5781,6635,5311,5425,5056,5907,delay,400ms,3,143,67,0.46,0.46
0,2021-11-27T03:53:00+00:00,https://www.whatsapp.com/,3g,560,560,560,560,479,475,458,488,1186,1182,1152,1208,956,952,911,990,2431,2418,2389,2435,1166,1163,1134,1188,delay,200ms,3,60,5,0.83,0.8333
0,2021-11-27T03:47:48+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,624,662,591,770,5593,5960,5564,6723,1344,1604,1339,2128,6139,6356,6043,6886,5580,5944,5548,6705,delay,200ms,3,157,212,0.4,0.4067
0,2021-11-27T03:29:00+00:00,https://www.facebook.com/,3g,264,264,264,264,341,342,317,367,1560,1519,1368,1628,857,841,757,909,2717,2650,2497,2737,1548,1503,1353,1609,delay,200ms,3,27,102,0.78,0.78
0,2021-11-27T03:33:02+00:00,https://www.instagram.com/,3g,323,323,323,323,284,413,275,679,1954,2030,1812,2323,511,651,496,946,3458,3538,3312,3843,1951,2026,1809,2319,delay,200ms,3,14,90,0.71,0.71
0,2021-11-27T03:58:19+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1141,1687,1108,2812,6082,6515,5841,7622,1647,2297,1607,3637,8661,9128,8469,10253,5921,6398,5749,7525,delay,200ms,3,135,183,0.17,0.1667
0,2021-11-27T03:39:46+00:00,https://www.vk.com/,3g,310,281,222,310,1100,1115,1080,1164,5239,5253,5223,5298,4252,4238,4169,4293,6007,5950,5494,6348,5237,5227,5189,5256,delay,200ms,3,140,63,0.46,0.46
0,2021-11-27T03:18:17+00:00,https://www.whatsapp.com/,3g,560,560,560,560,456,445,420,459,1047,1093,1035,1196,821,860,799,959,2278,2326,2272,2428,1030,1074,1019,1172,delay,0ms,3,59,6,0.83,0.8333
0,2021-11-27T03:13:34+00:00,https://www.canva.com/,3g,4262,4258,4246,4267,591,588,561,612,4815,4821,4712,4935,1236,1189,1089,1243,4928,4930,4808,5053,4798,4805,4698,4918,delay,0ms,3,156,206,0.43,0.4333
0,2021-11-27T02:58:06+00:00,https://www.facebook.com/,3g,264,264,264,264,345,356,324,399,1900,1882,1700,2047,975,1061,931,1276,3063,3088,2916,3285,1878,1860,1674,2028,delay,0ms,3,37,102,0.78,0.78
0,2021-11-27T03:02:35+00:00,https://www.instagram.com/,3g,323,323,323,323,298,700,288,1515,2592,2963,2397,3899,664,1034,604,1834,4227,4533,3920,5451,2586,2957,2393,3892,delay,0ms,3,16,89,0.7,0.7033
0,2021-11-27T03:23:42+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1147,1093,1087,1025,1144,5758,5697,5540,5792,1778,1709,1555,1795,8718,8713,8435,8987,5626,5583,5420,5704,delay,0ms,3,125,183,0.16,0.16
0,2021-11-27T03:08:12+00:00,https://www.vk.com/,3g,310,327,310,360,1106,1104,1076,1130,5221,5215,5123,5302,4196,4185,4082,4277,6005,6006,5964,6049,5185,5178,5079,5269,delay,0ms,3,138,69,0.46,0.46
0,2021-11-27T10:56:55+00:00,https://www.whatsapp.com/,3g,560,560,560,560,427,430,419,444,1014,1002,963,1029,806,802,791,810,2270,2248,2203,2272,999,986,947,1013,delay,1000ms,2,65,0,0.84,0.8367
0,2021-11-27T10:27:49+00:00,https://www.canva.com/,3g,4262,4264,4262,4267,573,577,556,601,4474,6905,2756,13484,1019,1020,987,1054,4807,7779,4561,13968,4461,6862,2735,13389,delay,1000ms,2,363,0,0.42,0.4167
0,2021-11-27T10:12:50+00:00,https://www.facebook.com/,3g,264,265,264,266,306,308,305,312,1312,1325,1236,1427,715,734,677,810,2485,2515,2461,2599,1298,1311,1225,1409,delay,1000ms,2,130,0,0.78,0.78
0,2021-11-27T10:16:27+00:00,https://www.instagram.com/,3g,323,323,323,323,280,281,270,293,1328,1337,1320,1364,465,483,441,543,2851,2856,2840,2877,1325,1334,1315,1362,delay,1000ms,2,102,0,0.71,0.71
0,2021-11-27T11:00:37+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1356,1431,996,1941,5587,5644,5168,6178,1801,1878,1464,2369,8307,8403,8008,8893,5491,5557,5086,6093,delay,1000ms,2,312,0,0.16,0.1567
0,2021-11-27T10:20:25+00:00,https://www.vk.com/,3g,310,283,228,310,1124,1147,1111,1207,5689,5634,5413,5799,4653,4618,4360,4842,6215,6272,6083,6517,5638,5604,5378,5797,delay,1000ms,2,207,0,0.46,0.46
0,2021-11-27T10:02:38+00:00,https://www.whatsapp.com/,3g,560,560,560,560,440,445,411,484,1061,1058,1049,1063,850,847,823,867,2298,2387,2288,2576,1043,1039,1028,1045,delay,800ms,2,66,0,0.83,0.8333
0,2021-11-27T09:56:36+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,583,822,564,1319,4896,5102,4788,5622,1049,1230,1027,1615,5038,5360,4862,6179,4879,5087,4771,5610,delay,800ms,2,370,0,0.42,0.43
0,2021-11-27T09:42:40+00:00,https://www.facebook.com/,3g,266,265,264,266,384,375,352,390,1369,1376,1353,1405,788,779,752,798,2496,2506,2471,2551,1357,1361,1338,1389,delay,800ms,2,131,0,0.78,0.78
0,2021-11-27T09:46:19+00:00,https://www.instagram.com/,3g,323,324,323,325,281,416,281,687,1443,1569,1424,1841,523,651,510,919,2948,3084,2937,3367,1437,1565,1420,1838,delay,800ms,2,104,0,0.71,0.71
0,2021-11-27T10:06:29+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1173,1318,1043,1737,6150,5892,5235,6292,1715,1925,1511,2549,8396,8495,8078,9011,6060,5807,5165,6196,delay,800ms,2,312,0,0.16,0.1633
0,2021-11-27T09:50:22+00:00,https://www.vk.com/,3g,310,281,222,310,1095,1205,1094,1426,5546,5673,5343,6129,4617,4665,4328,5051,6007,6379,5788,7343,5544,5644,5306,6081,delay,800ms,2,205,0,0.46,0.46
0,2021-11-27T09:32:36+00:00,https://www.whatsapp.com/,3g,560,560,560,560,467,508,422,636,1090,1155,1046,1328,871,929,857,1058,2328,2435,2296,2682,1074,1138,1029,1311,delay,600ms,2,67,0,0.84,0.8367
0,2021-11-27T09:26:38+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,593,581,543,606,5072,4420,2675,5514,1020,1068,966,1217,5300,5380,5227,5612,5044,4401,2660,5498,delay,600ms,2,364,0,0.44,0.4333
0,2021-11-27T09:09:43+00:00,https://www.facebook.com/,3g,264,264,264,264,348,356,340,381,1418,1418,1361,1476,832,819,781,843,2634,2600,2487,2679,1401,1401,1340,1461,delay,600ms,2,129,0,0.78,0.78
0,2021-11-27T09:13:25+00:00,https://www.instagram.com/,3g,323,323,323,323,283,281,272,287,1401,1396,1377,1409,480,475,458,486,2906,2902,2888,2911,1398,1393,1374,1406,delay,600ms,2,101,0,0.7,0.6933
0,2021-11-27T09:36:18+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1037,1280,1023,1779,6391,6442,6107,6827,1549,1895,1446,2689,8411,8603,7979,9420,6300,6360,6035,6746,delay,600ms,2,311,0,0.18,0.18
0,2021-11-27T09:17:28+00:00,https://www.vk.com/,3g,310,297,272,310,1101,1209,1071,1455,5624,5708,5443,6057,4606,4712,4508,5021,6304,6250,5702,6744,5593,5686,5442,6022,delay,600ms,2,201,0,0.46,0.46
0,2021-11-27T08:59:28+00:00,https://www.whatsapp.com/,3g,560,560,560,560,482,490,468,521,1083,1079,1035,1119,878,884,864,911,2327,2331,2285,2381,1066,1062,1019,1102,delay,400ms,2,65,0,0.83,0.82
0,2021-11-27T08:53:39+00:00,https://www.canva.com/,3g,4267,4265,4262,4267,614,816,561,1274,3354,3477,2715,4362,1094,1222,1003,1568,5196,5313,4467,6275,3342,3463,2703,4344,delay,400ms,2,366,0,0.44,0.44
0,2021-11-27T08:11:57+00:00,https://www.facebook.com/,3g,264,265,264,266,343,346,314,380,1284,1286,1277,1297,736,722,687,744,2467,2481,2460,2517,1272,1274,1266,1284,delay,400ms,2,129,0,0.78,0.78
0,2021-11-27T08:40:35+00:00,https://www.instagram.com/,3g,323,323,323,323,298,295,282,304,1722,1651,1385,1845,554,560,498,628,3235,3203,2909,3466,1720,1648,1383,1841,delay,400ms,2,107,0,0.71,0.71
0,2021-11-27T09:03:21+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1147,1315,1067,1731,5840,6114,5646,6855,1773,1832,1526,2196,8304,6413,1212,9722,5734,6024,5563,6775,delay,400ms,2,318,0,0.18,0.1767
0,2021-11-27T08:44:37+00:00,https://www.vk.com/,3g,278,287,222,360,1089,1230,1088,1514,5979,31725,5261,83936,4504,4589,4301,4962,6647,32199,5779,84171,5944,31711,5260,83929,delay,400ms,2,198,0,0.46,0.46
0,2021-11-27T08:02:06+00:00,https://www.whatsapp.com/,3g,560,560,560,560,461,474,433,529,1061,1110,1060,1208,839,882,833,973,2314,2362,2307,2466,1045,1092,1042,1189,delay,200ms,2,63,0,0.83,0.83
0,2021-11-27T07:56:18+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,724,675,576,725,5028,4937,4537,5247,1258,1258,1180,1336,5129,5042,4631,5365,5014,4924,4524,5235,delay,200ms,2,362,0,0.45,0.44
0,2021-11-27T07:41:42+00:00,https://www.facebook.com/,3g,264,264,264,264,309,326,304,366,1322,1339,1301,1394,732,754,722,808,2518,2543,2470,2642,1308,1324,1284,1381,delay,200ms,2,131,0,0.78,0.78
0,2021-11-27T07:45:24+00:00,https://www.instagram.com/,3g,323,323,323,323,302,383,272,574,1430,1476,1381,1616,492,564,455,746,2994,3007,2886,3141,1427,1473,1378,1613,delay,200ms,2,104,0,0.71,0.71
0,2021-11-27T08:05:51+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1861,1877,1817,1953,6298,6298,6260,6337,2271,2287,2217,2372,8776,8807,8772,8874,6210,6211,6179,6245,delay,200ms,2,315,0,0.16,0.16
0,2021-11-27T07:49:19+00:00,https://www.vk.com/,3g,228,253,222,310,1097,1093,1078,1105,5602,6138,5505,7307,4635,4625,4488,4753,6167,6520,5834,7559,5600,6126,5474,7305,delay,200ms,2,195,0,0.46,0.46
0,2021-11-27T07:31:46+00:00,https://www.whatsapp.com/,3g,560,560,560,560,461,467,447,492,1032,1071,1007,1175,837,873,821,960,2280,2317,2249,2422,1016,1055,991,1157,delay,0ms,2,65,0,0.83,0.8267
0,2021-11-27T07:25:57+00:00,https://www.canva.com/,3g,4267,4267,4267,4267,590,579,557,591,4894,5078,4642,5697,1037,1115,1013,1295,5026,5192,4758,5792,4878,5062,4628,5681,delay,0ms,2,361,0,0.42,0.4167
0,2021-11-27T07:12:04+00:00,https://www.facebook.com/,3g,264,264,264,264,352,361,312,419,1398,1496,1287,1804,816,861,741,1027,2474,2628,2394,3016,1386,1485,1276,1792,delay,0ms,2,130,0,0.78,0.78
0,2021-11-27T07:15:52+00:00,https://www.instagram.com/,3g,323,323,323,323,294,678,266,1475,1498,1912,1365,2872,521,904,474,1716,3049,3434,2880,4374,1495,1908,1362,2868,delay,0ms,2,108,0,0.71,0.71
